,address
9105,"49552, Hildreth Road, Hildreth, Madera County, California, 93626, United States"
9114,"Barn Owl Road, Madera County, California, 93653, United States"
9115,"Madera County, California, United States"
9117,"30405, Stetson Drive, Yosemite Lakes, Madera County, California, 93614, United States"
9120,"10567, Avenue 20, Madera County, California, 93610, United States"
9121,"Avenue 20, Madera County, California, United States"
9123,"351, Wilson Way, Chowchilla, Madera County, California, 93610, United States"
9127,"446, North 10th Street, Chowchilla, Madera County, California, 93610, United States"
9128,"446, North 10th Street, Chowchilla, Madera County, California, 93610, United States"
9129,"CA 99, Minturn, Madera County, California, United States"
9130,"Madera County, California, United States"
9132,"240, Maple Street, Madera, Madera County, California, 93637, United States"
9133,"1362, Concord Avenue, Madera, Madera County, California, 93637, United States"
9134,"San Bruno Avenue, Madera, Madera County, California, 93637, United States"
9135,"CA 99, Madera, Madera County, California, 93637, United States"
9138,"3466, Sunset Avenue, Madera, Madera County, California, 93637, United States"
9140,"17260, Prospect Drive, Madera County, California, 93638, United States"
9141,"26945, Fonda Avenue, Madera Acres, Madera County, California, 93638, United States"
9142,"Road 400, Madera County, California, United States"
9143,"18598, Fairfield Drive, Madera County, California, 93638, United States"
9145,"13896, Road 29, Parksdale, Madera County, California, 93638, United States"
9146,"35826, Avenue 13 1/4, Madera County, California, 93636, United States"
9147,"Avenue 15, Banadelle Ranchos, Madera County, California, United States"
9148,"12518, Gleason Drive, Madera Ranchos, Madera County, California, 93636, United States"
9149,"12498, Fernwood Drive, Madera County, California, 93636, United States"
9150,"1499, Owens Street, Madera, Madera County, California, 93638, United States"
9152,"1545, Robinwood Way, Madera, Madera County, California, 93638, United States"
9153,"East 5th Street, Madera, Madera County, California, 93638, United States"
9156,"358, Sunset Avenue, Madera, Madera County, California, 93637, United States"
9157,"Madera County Fairgrounds, North Gateway Drive, Madera, Madera County, California, 93637, United States"
9158,"Sunset Avenue, Madera, Madera County, California, 93637, United States"
9159,"2289, West Industrial Avenue, Madera, Madera County, California, 93637, United States"
9160,"598, Accornero Street, Madera, Madera County, California, 93637, United States"
9161,"Plumas Street, Madera, Madera County, California, 93637, United States"
9167,"358, Sunset Avenue, Madera, Madera County, California, 93637, United States"
9169,"15200, Tozer Street, Madera, Madera County, California, 93638, United States"
9172,"Irrigosa, Madera County, California, United States"
9173,"Madera County, California, United States"
9174,"Road 31, Madera County, California, United States"
9175,"Road 23, Madera County, California, 93637, United States"
9198,"201, Zion Court, San Rafael, Marin County, California, 94903, United States"
9349,"Mariposa County, California, United States"
9351,"Foresta Road, El Portal, Mariposa County, California, 95318, United States"
9358,"Valley Loop Trail, Mariposa County, California, United States"
9360,"Mendocino County, California, United States"
9385,"24535, Sherwood Road, Willits, Mendocino County, California, 95490, United States"
9386,"337, Redwood Avenue, Willits, Mendocino County, California, 95490, United States"
9439,"CA 59, Snelling, Merced County, California, 95369, United States"
9440,"Merced County, California, United States"
9444,"9729, Driftwood Avenue, Delhi, Merced County, California, 95315, United States"
9446,"Golden Spice, Walnut Avenue, Livingston, Merced County, California, 95334, United States"
9447,"Golden Spice, Walnut Avenue, Livingston, Merced County, California, 95334, United States"
9452,"1132, 6th Street, Livingston, Merced County, California, 95334, United States"
9453,"1025, Montelena Avenue, Livingston, Merced County, California, 95334, United States"
9454,"2477, Burgundy Drive, Livingston, Merced County, California, 95334, United States"
9461,"8553, Almond Avenue, Winton, Merced County, California, 95388, United States"
9463,"2920, Central Avenue, Atwater, Merced County, California, 95301, United States"
9465,"Mercedes Avenue, Merced County, California, 95388, United States"
9466,"4750, Shaw Avenue, Winton, Merced County, California, 95388, United States"
9467,"3401, Harbor Drive, Atwater, Merced County, California, 95301, United States"
9468,"Atwater Civic Center, Bellevue Road, Atwater, Merced County, California, 95301, United States"
9469,"7916, West Bellevue Road, Dole Packaged Foods, Winton, Merced County, California, 95388, United States"
9471,"2357, Crestview Drive, Atwater, Merced County, California, 95301, United States"
9472,"2443, Oregon Avenue, Atwater, Merced County, California, 95301, United States"
9474,"1766, High Street, Atwater, Merced County, California, 95301, United States"
9480,"1766, High Street, Atwater, Merced County, California, 95301, United States"
9481,"520, East Juniper Avenue, Atwater, Merced County, California, 95301, United States"
9495,"709, Lehigh Drive, Merced, Merced County, California, 95348, United States"
9497,"2179, Leeds Road, Merced County, California, 95340, United States"
9498,"3171, Vickie Court, Merced, Merced County, California, 95340, United States"
9499,"3171, Vickie Court, Merced, Merced County, California, 95340, United States"
9500,"3433, Paulson Road, Merced, Merced County, California, 95340, United States"
9502,"2830, Greenfield Drive, Merced County, California, 95340, United States"
9504,"2837, Montana Avenue, Merced County, California, 95340, United States"
9514,"1018, East 23rd Street, Merced Park Apartments, Merced, Merced County, California, 95340, United States"
9522,"554, San Juan Bautista, Merced, Merced County, California, 95341, United States"
9531,"3879, Washington Avenue, Le Grand, Merced County, California, 95333, United States"
9532,"Le Grand, Merced County, California, United States"
9549,"West H Street, Los Banos, Merced County, California, 93635, United States"
9553,"Merced County, California, United States"
9558,"Santa Fe Grade, South Dos Palos, Merced County, California, 93635, United States"
9559,"21345, Lexington Avenue, South Dos Palos, Merced County, California, 93620, United States"
9560,"2121, West McKenzie Street, Dos Palos, Merced County, California, 93620, United States"
9564,"Double Head Road, Modoc County, California, United States"
9565,"Modoc County, California, United States"
9566,"Essex Tank, Blacks Canyon Road, Modoc County, California, United States"
9567,"US 395, Likely, Modoc County, California, United States"
9568,"Westside Road, Lake County, Oregon, United States"
9569,"Modoc County, California, United States"
9570,"County Road 33, Modoc County, California, United States"
9571,"Modoc County, California, United States"
9575,"Mono County, California, United States"
9586,"2113, Meridian Boulevard, Mammoth Lakes, Mono County, California, 93546, United States"
9673,"Quarter Horse Supply, Nestles Road, Soledad Mission Shopping Center, Soledad, Monterey County, California, 93960, United States"
9843,"115, Hearthstone Drive, American Canyon, Napa County, California, 94503, United States"
9967,"Truckee River Legacy Trail, Ponderosa Fairway Estates, Truckee, Nevada County, California, 96161, United States"
9968,"Tahoe Forest Hospital, 10121, Pine Avenue, Gateway, Truckee, Nevada County, California, 96161, United States"
9972,"11248, Whitehorse Road, Devonshire, Glenshire-Devonshire, Truckee, Nevada County, California, 96161, United States"
9973,"Royal Flush, Nevada County, California, United States"
9974,"Dove Terrace, Truckee, Nevada County, California, 96161, United States"
9976,"Castle Valley North Road, Nevada County, California, 95724, United States"
10086,"1580, West Commonwealth Avenue, Fullerton, Orange County, California, 92833, United States"
10390,"31053, Avenida de la Vista, San Juan Capistrano, Orange County, California, 92675, United States"
10425,"20, Coventry Lane, Aliso Viejo, Orange County, California, 92656, United States"
10451,"9, Wrigley, Irvine Spectrum, Irvine, Orange County, California, 92618, United States"
10460,"Ridge Gate, Orchard Hills, Irvine, Orange County, California, 92520, United States"
10482,"99 Ranch Market, 5402, Walnut Avenue, El Camino Real, Irvine, Orange County, California, 92604, United States"
10578,"9920, Irvine Center Drive, North Laguna Hills, Irvine, Orange County, California, 92618, United States"
10600,"23961, Calle de la Magdalena, Laguna Hills, Orange County, California, 92653, United States"
10602,"598, Avenida Majorca, Laguna Woods, Orange County, California, 92637, United States"
10604,"24965, Sunset Place East, Acacia Knolls, Laguna Hills, Orange County, California, 92653, United States"
10744,"2490, Newport Boulevard, Thurin, Costa Mesa, Orange County, California, 92627, United States"
11108,"South Manchester Avenue, Anaheim Resort District, Anaheim, Orange County, California, 92868, United States"
11244,"4637, West Posey Street, Santa Ana, Orange County, California, 92704, United States"
11412,"Building 20, Mutual 15, 1880, McKinney Way, Leisure World, Seal Beach, Orange County, California, 90740, United States"
11686,"335, M Street, Lincoln, Placer County, California, 95648, United States"
11698,"Rock Creek Self Storage, Grass Valley Highway, Elders Corner, Placer County, California, 95602, United States"
11711,"Applegate, Placer County, California, 95722, United States"
11722,"Boyle Street, Quincy, Plumas County, California, 95971, United States"
11724,"2022, Center Street, East Quincy, Plumas County, California, 95971, United States"
11725,"2912, Lindsay Lane, Plumas County, California, 95971, United States"
11734,"Clareville Flat Road, Mabie, Plumas County, California, United States"
11739,"Feather River Highway, Chilcoot, Plumas County, California, United States"
11745,"Plumas County, California, 96020, United States"
11746,"Chester, Plumas County, California, 96020, United States"
11757,"4079, Fairgrounds Street, Riverside, Riverside County, California, 92501, United States"
11778,"2338, Georgia Street, Riverside, Riverside County, California, 92507, United States"
11780,"5156, Victoria Hill Drive, Riverside, Riverside County, California, 92506, United States"
11781,"Tennis, Chicago Avenue, Riverside, Riverside County, California, 92507, United States"
11782,"1881, Benedict Avenue, Riverside, Riverside County, California, 92506, United States"
11790,"5480, Tower Road, Riverside, Riverside County, California, 92501, United States"
11795,"6416, Jurupa Avenue, Riverside, Riverside County, California, 92509, United States"
11807,"3557, Nelson Street, Pachappa, Riverside, Riverside County, California, 92506, United States"
11809,"6059, Lawson Way, Riverside, Riverside County, California, 92506, United States"
11813,"Rosanna Scott Memorial Bicycle Trail, Prenda, Riverside, Riverside County, California, 92506, United States"
11814,"3557, Nelson Street, Pachappa, Riverside, Riverside County, California, 92506, United States"
11815,"3499, Barnaby Court, Riverside, Riverside County, California, 92504, United States"
11817,"Casa Blanca Street, Casa Blanca, Riverside, Riverside County, California, 92504, United States"
11825,"Springs Charter Schools, Lester Street, Riverside, Riverside County, California, 92504, United States"
11826,"Hillside Avenue, Riverside, Riverside County, California, 92504, United States"
11827,"8599, Magnolia Avenue, Riverside, Riverside County, California, 92504, United States"
11830,"4062, Sherman Drive, Riverside, Riverside County, California, 92503, United States"
11832,"4526, Santee Place, Riverside, Riverside County, California, 92504, United States"
11834,"4526, Santee Place, Riverside, Riverside County, California, 92504, United States"
11835,"4062, Sherman Drive, Riverside, Riverside County, California, 92503, United States"
11844,"Citrus Heights Drive, Riverside, Riverside County, California, 92503, United States"
11858,"6486, Avenue de Palma, Jurupa Valley, Riverside County, California, 92509, United States"
11860,"10163, Willowbrook Road, Bly, Jurupa Valley, Riverside County, California, 92509, United States"
11861,"9428, 54th Street, Bly, Jurupa Valley, Riverside County, California, 92509, United States"
11866,"4299, Avon Street, Glen Avon, Jurupa Valley, Riverside County, California, 92509, United States"
11867,"9398, Granite Hill Drive, Glen Avon, Jurupa Valley, Riverside County, California, 92509, United States"
11878,"Ontario Freeway, Jurupa Valley, Riverside County, California, 91752, United States"
11888,"1006, Mandevilla Way, Corona, Riverside County, California, 92879, United States"
11903,"6597, Begonia Circle, Riverside, Riverside County, California, 92503, United States"
11906,"6723, Sunnyvale Drive, Riverside, Riverside County, California, 92505, United States"
11908,"5786, Noble Street, Arlanza, Riverside, Riverside County, California, 92505, United States"
11917,"5765, Warren Street, Arlanza, Riverside, Riverside County, California, 92503, United States"
11928,"3620, Snowdrift Drive, Riverside County, California, 92503, United States"
11930,"1857, Sampson Street, Corona, Riverside County, California, 92879, United States"
11989,"Thayer Court, Riverside, Riverside County, California, 92521, United States"
11994,"Spring Street, Highgrove, Riverside County, California, 92313, United States"
11995,"11798, Davis Street, Moreno Valley, Riverside County, California, 92557, United States"
11999,"Tree Farm Schools, Shalu Avenue, Moreno Valley, Riverside County, California, 92553, United States"
12024,"107, Rider Street, Perris, Riverside County, California, 92571, United States"
12033,"Lazy Creek Road, Sun City, Menifee, Riverside County, California, 92586, United States"
12072,"17791, Sunnyslope Avenue, North Elsinore, Lake Elsinore, Riverside County, California, 92530, United States"
12099,"Yampa Ranch, Riverside County, California, United States"
12116,"40193, Dixie Drive, Hemet, Riverside County, California, 92543, United States"
12117,"26969, South Yale Street, Riverside County, California, 92544, United States"
12119,"41315, East Mayberry Avenue, East Hemet, Riverside County, California, 92544, United States"
12122,"Hemet Valley Medical Center, 117, East Devonshire Avenue, Hemet, Riverside County, California, 92543, United States"
12143,"648, 7th Street, San Jacinto, Riverside County, California, 92583, United States"
12145,"Riverside County, California, United States"
12163,"Riverside County, California, 92220, United States"
12170,"1153, Edgar Avenue, Beaumont, Riverside County, California, 92223, United States"
12172,"933, East 12th Street, Beaumont, Riverside County, California, 92223, United States"
12175,"10043, Banning Canyon Road, Banning, Riverside County, California, 92220, United States"
12183,"Smith Correctional Facility, East Porter Street, Banning, Riverside County, California, 92220, United States"
12186,"Riverside County, California, United States"
12200,"72906, La Canada Way, Thousand Palms, Cathedral City, Riverside County, California, 92276, United States"
12201,"12981, Johnson Street, Whitewater, Riverside County, California, 92282, United States"
12203,"16th Avenue, Riverside County, California, United States"
12205,"North Indian Canyon Drive, Desert Hot Springs, Riverside County, California, 92282, United States"
12208,"Desert Hot Springs, Riverside County, California, 92240, United States"
12210,"13955, United Road, Desert Hot Springs, Riverside County, California, 92240, United States"
12214,"Brunn Lane, Riverside County, California, 92440, United States"
12217,"1265, Montalvo Way, Palm Springs, Riverside County, California, 92262, United States"
12227,"67163, Mission Drive, Cathedral City, Riverside County, California, 92234, United States"
12231,"Montecito Drive, Palm Springs, Riverside County, California, 92234-5441, United States"
12242,"Palm Springs, Riverside County, California, United States"
12246,"31452, Avenida del Padre, Cathedral City, Riverside County, California, 92234, United States"
12255,"69445, Bion Way, Cathedral City, Riverside County, California, 92234, United States"
12262,"68442, Treasure Trail, Cathedral City, Riverside County, California, 92234, United States"
12281,"52081, Avenida Herrera, La Quinta, Riverside County, California, 92253, United States"
12282,"53489, Avenida Herrera, La Quinta, Riverside County, California, 92253, United States"
12283,"54905, Avenida Herrera, La Quinta, Riverside County, California, 92253, United States"
12287,"39798, Camino Mistral, Indio, Riverside County, California, 92203, United States"
12290,"Macomber Palms, Indio, Riverside County, California, 92203, United States"
12291,"Sun City Boulevard, Indio, Riverside County, California, 92203, United States"
12292,"81688, Lido Avenue, Indio, Riverside County, California, 92201, United States"
12295,"Fairfield Inn & Suites by Marriot, Atlantic Avenue, Showcase at Indio, Indio, Riverside County, California, 92203, United States"
12296,"Golf Center Parkway, Indio, Riverside County, California, 92201, United States"
12298,"82236, Ocotillo Avenue, Indio, Riverside County, California, 92201, United States"
12301,"83933, Avenue 48, Indio, Riverside County, California, 92201, United States"
12308,"Calhoun Street, Coachella, Riverside County, California, 92201, United States"
12312,"72nd Avenue, Riverside County, California, United States"
12316,"50820, Calle Mendoza, Coachella, Riverside County, California, 92236, United States"
12317,"85508, Avenida Maria, Coachella, Riverside County, California, 92236, United States"
12318,"Avenue 54, Coachella, Riverside County, California, 92236, United States"
12322,"49551, Reyes Street, Coachella, Riverside County, California, 92236, United States"
12325,"Riverside County, California, United States"
12326,"Riverside County, California, United States"
12327,"Riverside County, California, United States"
12330,"30th Avenue, Riverside County, California, United States"
12332,"Intake Boulevard, East Blythe, Blythe, Riverside County, California, 92226, United States"
12334,"Intake Boulevard, Blythe, Riverside County, California, 92226, United States"
12335,"198, South 5th Street, Blythe, Riverside County, California, 92225, United States"
12336,"Palo Verde High School, North Lovekin Boulevard, Blythe, Riverside County, California, 92225, United States"
12338,"10th Avenue, Blythe, Riverside County, California, 92225, United States"
12364,"865, T Street, Sacramento, Sacramento County, California, 95811, United States"
12397,"U Street V Street Alley, Sacramento, Sacramento County, California, 95817, United States"
12439,"3899, Stockton Boulevard, Parkway-South Sacramento, Sacramento, Sacramento County, California, 95820, United States"
12442,"2745, Santa Cruz Way, Sacramento, Sacramento County, California, 95817, United States"
12451,"Capital Elementary School, 56th Street, Sacramento, Sacramento County, California, 95820, United States"
12452,"5031, Toronto Way, Polk, Sacramento, Sacramento County, California, 95820, United States"
12453,"5031, Toronto Way, Polk, Sacramento, Sacramento County, California, 95820, United States"
12454,"5043, Emerson Road, Sacramento, Sacramento County, California, 95820, United States"
12455,"5043, Emerson Road, Sacramento, Sacramento County, California, 95820, United States"
12456,"4982, 64th Street, Sacramento, Sacramento County, California, 95820, United States"
12457,"4982, 64th Street, Sacramento, Sacramento County, California, 95820, United States"
12461,"5864, Belleview Avenue, Sacramento, Sacramento County, California, 95824, United States"
12462,"6329, Mc Mahon Drive, Parkway-South Sacramento, Fruitridge Manor, Sacramento, Sacramento County, California, 95824, United States"
12464,"Taco Bell, Stockton Boulevard, Parkway-South Sacramento, Fruitridge Manor, Sacramento, Sacramento County, California, 95824, United States"
12469,"Mc Laren Ave Freeport Boulevard Alley, Parkway-South Sacramento, Sacramento, Sacramento County, California, 95822, United States"
12486,"2111, 56th Avenue, Sacramento, Sacramento County, California, 95822, United States"
12487,"2111, 56th Avenue, Sacramento, Sacramento County, California, 95822, United States"
12488,"Bing Maloney Golf Club, 6801, Freeport Boulevard, Parkway-South Sacramento, Sacramento, Sacramento County, California, 95822, United States"
12489,"2107, Berg Avenue, Sacramento, Sacramento County, California, 95822, United States"
12507,"2518, 47th Avenue, Cordova, Sacramento, Sacramento County, California, 95822, United States"
12509,"7398, Willowwick Way, Sacramento, Sacramento County, California, 95822, United States"
12510,"7323, Cranston Way, Sacramento, Sacramento County, California, 95822, United States"
12511,"7323, Cranston Way, Sacramento, Sacramento County, California, 95822, United States"
12513,"7398, Willowwick Way, Sacramento, Sacramento County, California, 95822, United States"
12515,"Sacramento Armory, Meadowview Road, Sacramento, Sacramento County, California, 95832-1447, United States"
12516,"Richfield Way, Sacramento, Sacramento County, California, 95832, United States"
12517,"Sacramento Armory, Meadowview Road, Sacramento, Sacramento County, California, 95832-1447, United States"
12529,"3448, 47th Avenue, Parkway-South Sacramento, Cordova, Sacramento, Sacramento County, California, 95824, United States"
12533,"5877, Vista Avenue, Parkway-South Sacramento, Fruitridge Manor, Sacramento County, California, 95824, United States"
12534,"5877, Vista Avenue, Parkway-South Sacramento, Fruitridge Manor, Sacramento County, California, 95824, United States"
12537,"5846, 41st Street, Parkway-South Sacramento, Sacramento County, California, 95824, United States"
12539,"Al-arqam Islamic School, Sky Parkway, Parkway-South Sacramento, Sacramento County, California, 95824, United States"
12542,"6717, Chandler Drive, Sacramento County, California, 95828, United States"
12547,"7742, La Mancha Way, Parkway-South Sacramento, Sacramento, Sacramento County, California, 95823, United States"
12549,"4640, Beechnut Way, Sacramento, Sacramento County, California, 95823, United States"
12550,"7668, Bluebrook Way, Sacramento, Sacramento County, California, 95823, United States"
12553,"7399, Robshell Court, Sacramento County, California, 95828, United States"
12559,"8742, Folsom Boulevard, Sacramento, Sacramento County, California, 95826, United States"
12562,"Nina Way, Perkins, Sacramento, Sacramento County, California, 95826-2625, United States"
12577,"1899, Ethan Way, Ben Ali, Sacramento, Sacramento County, California, 95825, United States"
12579,"Acres of Ivy Mhp, Swanston, Sacramento, Sacramento County, California, 95815, United States"
12607,"4421, Morpheus Lane, Sacramento County, California, 95864, United States"
12609,"El Camino Fundamental High School, El Camino Avenue, Sacramento County, California, 95825-2014, United States"
12627,"Mira Loma High School, Edison Avenue, Sacramento County, California, 2557, United States"
12650,"3480, Del Paso Boulevard, Del Paso Heights, Sacramento, Sacramento County, California, 95838, United States"
12655,"2451, North Avenue, Sacramento, Sacramento County, California, 95838, United States"
12659,"4599, Pinell Street, Del Paso Heights, Sacramento, Sacramento County, California, 95838, United States"
12660,"4577, Raley Boulevard, Sacramento, Sacramento County, California, 95838, United States"
12672,"23, Sunborg Court, Sacramento, Sacramento County, California, 95838, United States"
12677,"710, Alamos Avenue, Sacramento, Sacramento County, California, 95815, United States"
12680,"Sacramento Northern Bike Trail, River Gardens, North Sacramento, Sacramento, Sacramento County, California, 95815, United States"
12698,"2999, Camarillo Drive, Gardenland, Sacramento, Sacramento County, California, 95833, United States"
12702,"8273, Rivergreen Drive, Sacramento County, California, 95626, United States"
12703,"8801, Palladay Road, Sacramento County, California, 95626, United States"
12704,"Agundo Street, Sacramento County, California, 95673, United States"
12705,"Milldale Circle, Sacramento County, California, 95673, United States"
12706,"Q Street, Sacramento County, California, 95626, United States"
12707,"7305, 7th Street, Sacramento County, California, 95673, United States"
12708,"273, Tejon Way, Sacramento County, California, 95673, United States"
12712,"2422, Elkhorn Boulevard, Sacramento County, California, 95673, United States"
12713,"1191, Curved Bridge Road, Rio Linda, Sacramento County, California, 95673, United States"
12716,"6210, West 4th Street, Sacramento County, California, 95673, United States"
12717,"201, Singh Lane, Sacramento County, California, 95673, United States"
12718,"7274, West 4th Street, Sacramento County, California, 95673, United States"
12719,"5137, Raley Boulevard, Sacramento, Sacramento County, California, 95838, United States"
12722,"6709, Larchmont Drive, North Highlands, Sacramento County, California, 95660, United States"
12723,"4018, Alta Lorraine Way, North Highlands, Sacramento County, California, 95660, United States"
12724,"6260, Melrose Drive, North Highlands, Sacramento County, California, 95660, United States"
12725,"4018, Alta Lorraine Way, North Highlands, Sacramento County, California, 95660, United States"
12726,"6709, Larchmont Drive, North Highlands, Sacramento County, California, 95660, United States"
12728,"Elkhorn Boulevard, Sacramento County, California, 95626, United States"
12729,"6709, Larchmont Drive, North Highlands, Sacramento County, California, 95660, United States"
12730,"4018, Alta Lorraine Way, North Highlands, Sacramento County, California, 95660, United States"
12731,"4018, Alta Lorraine Way, North Highlands, Sacramento County, California, 95660, United States"
12735,"Roseville Road, Walerga, Sacramento County, California, 95841, United States"
12739,"Oliver Wendall Holmes Elementary School, Blackfield Drive, Sacramento County, California, 95843, United States"
12741,"Elkhorn Boulevard, Sacramento County, California, 95626, United States"
12742,"Oliver Wendall Holmes Elementary School, Blackfield Drive, Sacramento County, California, 95843, United States"
12743,"6845, Donerail Drive, Sacramento County, California, 95842, United States"
12745,"6232, Hillsdale Boulevard, Sacramento County, California, 95842, United States"
12746,"6232, Hillsdale Boulevard, Sacramento County, California, 95842, United States"
12749,"28th Street, Sacramento County, California, 95626, United States"
12750,"4498, Blackjack Way, Sacramento County, California, 95842, United States"
12759,"Longview Drive, Sacramento, Sacramento County, California, 2557, United States"
12760,"I 80, Foothill Farms, Sacramento County, California, 95841, United States"
12761,"5404, Rambler Way, Foothill Farms, Sacramento County, California, 95841, United States"
12798,"6634, Palm Avenue, Sacramento County, California, 95608, United States"
12799,"6634, Palm Avenue, Sacramento County, California, 95608, United States"
12835,"7031, La Costa Lane, Citrus Heights, Sacramento County, California, 95621, United States"
12839,"7508, Cripple Creek Road, Citrus Heights, Sacramento County, California, 95610, United States"
12842,"6145, Burntwood Way, Citrus Heights, Sacramento County, California, 95621, United States"
12843,"6670, Posten Way, Citrus Heights, Sacramento County, California, 95621, United States"
12844,"7426, Blackthorne Way, Citrus Heights, Sacramento County, California, 95621, United States"
12848,"5670, Woodforest Drive, Sacramento County, California, 95842, United States"
12851,"6212, Orsi Circle, Sacramento County, California, 95608, United States"
12855,"6674, Northbrook Way, Sacramento County, California, 95628, United States"
12856,"6212, Orsi Circle, Sacramento County, California, 95608, United States"
12862,"7061, Burnham Drive, Citrus Heights, Sacramento County, California, 95621, United States"
12863,"5790, La Field Drive, Sacramento County, California, 95628, United States"
12865,"5790, La Field Drive, Sacramento County, California, 95628, United States"
12869,"8592, Oak Avenue, Citrus Heights, Sacramento County, California, 95662, United States"
12871,"8035, Ruthwood Way, Sacramento County, California, 95662, United States"
12872,"6827, Escallonia Drive, Citrus Heights, Sacramento County, California, 95662, United States"
12873,"6827, Escallonia Drive, Citrus Heights, Sacramento County, California, 95662, United States"
12875,"6242, Trajan Drive, Sacramento County, California, 95662, United States"
12885,"5772, Longwood Way, Citrus Heights, Sacramento County, California, 95610, United States"
12910,"American River Bike Trail, Natoma, Natoma Station, Folsom, Sacramento County, California, 95662, United States"
12924,"Rancho Cordova, Sacramento County, California, 95742, United States"
12930,"2110, Ellison Drive, Rancho Cordova, Sacramento County, California, 95670, United States"
12935,"10609, Viani Way, Rancho Cordova, Sacramento County, California, 95670, United States"
12939,"2591, Cabernet Way, Rancho Cordova, Sacramento County, California, 95670, United States"
12940,"3365, Chiswell Way, Rancho Cordova, Sacramento County, California, 95827, United States"
12942,"3365, Chiswell Way, Rancho Cordova, Sacramento County, California, 95827, United States"
12943,"10036, Old Placerville Road, Rancho Cordova, Sacramento County, California, 95827, United States"
12952,"10800, Paiute Way, Rancho Cordova, Sacramento County, California, 95670, United States"
12956,"HOME, 3901, Moonbeam Drive, Sacramento County, California, 95827, United States"
12961,"Rogue River Drive, La Riviera, Sacramento County, California, 95864, United States"
12963,"American River Bike Trail, Sacramento, Sacramento County, California, 95819-6055, United States"
12966,"3689, Contempo Drive, Rosemont, Sacramento County, California, 95826, United States"
12968,"3117, Huntsman Drive, Mayhew, Sacramento County, California, 95826, United States"
12969,"9195, Trujillo Way, Manlove, Sacramento County, California, 95826, United States"
12970,"8923, Red Leaf Way, Rosemont, Sacramento County, California, 95826, United States"
12971,"9195, Trujillo Way, Manlove, Sacramento County, California, 95826, United States"
12972,"El Dorado Freeway, Manlove, Sacramento County, California, 95826, United States"
12975,"8289, Summer Falls Circle, Sacramento County, California, 95828, United States"
12984,"9372, Aizenberg Circle, Fallbrook, Elk Grove, Sacramento County, California, 95624, United States"
12988,"8924, Castle Park Drive, Elk Grove, Sacramento County, California, 95624, United States"
12989,"Elk Grove, Sacramento County, California, 94624, United States"
12991,"10005, Iron Rock Way, Elk Grove, Sacramento County, California, 95624, United States"
13002,"Pellandini Road, Sacramento County, California, United States"
13009,"Delta Shores Circle South, Sacramento, Sacramento County, California, 95832, United States"
13011,"Sacramento, Sacramento County, California, 95823, United States"
13012,"6316, Goodview Way, Sacramento, Sacramento County, California, 95823, United States"
13013,"Samuel Jackman Middle School, Great Smokey Street, Sacramento, Sacramento County, California, 95823, United States"
13015,"5391, Euler Way, Sacramento, Sacramento County, California, 95823, United States"
13024,"CA 160, Emmaton, Sacramento County, California, United States"
13064,"9555, Surrey Avenue, Montclair, San Bernardino County, California, 91763, United States"
13081,"11223, Ada Avenue, Montclair, San Bernardino County, California, 91763, United States"
13086,"Roswell Avenue, peachwood, San Bernardino County, California, 91766, United States"
13091,"Roswell Avenue, Chino, San Bernardino County, California, 91766, United States"
13174,"100, East Princeton Street, Ontario, San Bernardino County, California, 91764, United States"
13177,"1139, East Princeton Street, Ontario, San Bernardino County, California, 91764, United States"
13220,"2498, Caldwell Place, Ontario, San Bernardino County, California, 91761, United States"
13272,"Arrow Route, Rancho Cucamonga, San Bernardino County, California, 91730, United States"
13273,"Amazon SNA4, North Tamarind Avenue, Rialto, San Bernardino County, California, 92377, United States"
13280,"15701, Orchid Avenue, Fontana, San Bernardino County, California, 92335, United States"
13281,"14899, Bamboo Court, San Bernardino County, California, 92335, United States"
13286,"Liveoak Elementary School, Live Oak Avenue, Declez, San Bernardino County, California, 92337, United States"
13293,"Ridgewood Drive, Fontana, San Bernardino County, California, 92337, United States"
13294,"Ridgewood Drive, Fontana, San Bernardino County, California, 92337, United States"
13305,"17622, Arrow Boulevard, Fontana, San Bernardino County, California, 92335, United States"
13306,"Fontana Middle School, 8425, Mango Avenue, Fontana, San Bernardino County, California, 92335, United States"
13315,"17162, Manzanita Drive, Fontana, San Bernardino County, California, 92335, United States"
13323,"Gerald A Smith Elementary School, South Linden Avenue, Rialto, San Bernardino County, California, 92316, United States"
13324,"9570, Locust Avenue, San Bernardino County, California, 92335, United States"
13327,"Eric Birch High School, Locust Avenue, Fontana, San Bernardino County, California, 92377, United States"
13329,"696, North Teakwood Avenue, Rialto, San Bernardino County, California, 92376, United States"
13330,"696, North Teakwood Avenue, Rialto, San Bernardino County, California, 92376, United States"
13331,"599, North Park Avenue, Rialto, San Bernardino County, California, 92376, United States"
13335,"Rialto, San Bernardino County, California, 92376, United States"
13341,"1003, West Jackson Street, Rialto, San Bernardino County, California, 92376, United States"
13343,"699, South Encina Court, Rialto, San Bernardino County, California, 92376, United States"
13346,"737, Valley Boulevard, Rialto, San Bernardino County, California, 92316, United States"
13350,"625, South Brierwood Avenue, Rialto, San Bernardino County, California, 92376, United States"
13363,"126, North Pine Avenue, Rialto, San Bernardino County, California, 92376, United States"
13365,"10669, Linden Avenue, Crestmore, San Bernardino County, California, 92316, United States"
13366,"18533, 7th Street, Crestmore, San Bernardino County, California, 92316, United States"
